hid,dname,pwgt,ppopwgt,relation,partner,children,age,sex,immigr,educ,educ_c,emp,ptime,status1,gross1,hpopwgt,nhhmem,hitsi,hitsu,hitp,hxit,dhi,factor,grossnet,_merge,depemp,achildcat,livepartner,hourwage,logwage,agesq,youngchild,oldchild,mededuc,hieduc,miss_comp,dhi_tb,edhi_tb,poor,thresh
9,us04,.08610855,2507.1899,[1000]head,[110]living with partner,[110]living with own children aged 0-5,30,[1]male,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,34.599998,2507.1899,3,0,,0,30774,102226,133000,[120]taxes and contributions imputed,matched (3),1,<6 years,1,34.599998,3.5438535,900,1,0,0,1,0,102226,59020.207,0,15015.644
9,us04,.08610855,2507.1899,[2000]spouse/partner,[110]living with partner,[110]living with own children aged 0-5,29,[2]female,[0]not immigrant,[3]high,13,[0]not employed,,,,2507.1899,3,0,,0,30774,102226,133000,[120]taxes and contributions imputed,matched (3),,<6 years,1,,,841,1,0,0,1,0,102226,59020.207,0,15015.644
10,us04,.10388638,3024.8201,[4120]grandchild or greatgrandchild,[200]does not have partner,,34,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,2.0999999,1120.3,2,9299,,0,230,18904,3000,[120]taxes and contributions imputed,matched (3),1,,0,2.0999999,.74193728,1156,,,1,0,0,18904,13367.146,1,15015.644
11,us04,.062411778,1817.22,[1000]head,[200]does not have partner,[120]living with own children 6-12,41,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,11.1,1817.22,2,0,,0,2605,22901,23000,[120]taxes and contributions imputed,matched (3),1,6-17 years,0,11.1,2.4069452,1681,0,1,1,0,0,22901,16193.452,0,15015.644
12,us04,.10301024,2999.3101,[1000]head,[110]living with partner,[120]living with own children 6-12,37,[1]male,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,19.200001,2999.3101,3,0,,0,9338,49832,58100,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,19.200001,2.9549103,1369,0,1,1,0,0,49832,28770.52,0,15015.644
12,us04,.10301024,2999.3101,[2000]spouse/partner,[110]living with partner,[120]living with own children 6-12,38,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[1]part-time,[100]dependent employed,9.6000004,2999.3101,3,0,,0,9338,49832,58100,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,9.6000004,2.2617631,1444,0,1,1,0,0,49832,28770.52,0,15015.644
14,us04,.081091836,2361.1201,[1000]head,[200]does not have partner,[200]not living with own children,44,[2]female,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,12,2361.1201,1,0,,0,4934,20758,25692,[120]taxes and contributions imputed,matched (3),1,no children <18,0,12,2.4849067,1936,0,0,1,0,0,20758,20758,0,15015.644
15,us04,.10329187,3007.51,[1000]head,[110]living with partner,[200]not living with own children,50,[2]female,[0]not immigrant,[2]medium,10,[0]not employed,,,,3007.51,2,4533,,0,0,9884,0,[120]taxes and contributions imputed,matched (3),,no children <18,1,,,2500,0,0,1,0,0,9884,6989.0435,1,15015.644
15,us04,.10329187,3007.51,[2000]spouse/partner,[110]living with partner,[200]not living with own children,50,[1]male,[0]not immigrant,[1]low,4,[0]not employed,,,,3007.51,2,4533,,0,0,9884,0,[120]taxes and contributions imputed,matched (3),,no children <18,1,,,2500,0,0,0,0,0,9884,6989.0435,1,15015.644
19,us04,.06957607,2025.8199,[4131]parent/grandparent/ascendant,[110]living with partner,,52,[1]male,[0]not immigrant,[1]low,1,[1]employed,[0]full-time,[100]dependent employed,15.3,1947.96,5,0,,0,9642,55855,59306,[120]taxes and contributions imputed,matched (3),1,,1,15.3,2.7278528,2704,,,0,0,0,55855,24979.115,0,15015.644
19,us04,.06957607,2025.8199,[4131]parent/grandparent/ascendant,[110]living with partner,,47,[2]female,[0]not immigrant,[1]low,4,[1]employed,[0]full-time,[100]dependent employed,10.2,1947.96,5,0,,0,9642,55855,59306,[120]taxes and contributions imputed,matched (3),1,,1,10.2,2.3223877,2209,,,0,0,0,55855,24979.115,0,15015.644
20,us04,.11413343,3323.1799,[1000]head,[110]living with partner,[200]not living with own children,53,[2]female,[0]not immigrant,[1]low,7,[1]employed,[0]full-time,[100]dependent employed,10.1,3323.1799,2,0,,0,12997,42387,55084,[120]taxes and contributions imputed,matched (3),1,no children <18,1,10.1,2.3125355,2809,0,0,0,0,0,42387,29972.135,0,15015.644
23,us04,.017279133,503.10999,[1000]head,[110]living with partner,[120]living with own children 6-12,32,[2]female,[0]not immigrant,[2]medium,9,[0]not employed,,,,503.10999,5,0,,720,40,57991,518,[120]taxes and contributions imputed,matched (3),,6-17 years,1,,,1024,0,1,1,0,0,57991,25934.363,0,15015.644
23,us04,.017279133,503.10999,[2000]spouse/partner,[110]living with partner,[120]living with own children 6-12,53,[1]male,[0]not immigrant,[2]medium,9,[0]not employed,,,,503.10999,5,0,,720,40,57991,518,[120]taxes and contributions imputed,matched (3),,6-17 years,1,,,2809,0,1,1,0,0,57991,25934.363,0,15015.644
24,us04,.040776026,1187.26,[1000]head,[200]does not have partner,[200]not living with own children,30,[2]female,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,19.200001,1187.26,1,0,,0,7536,27664,35200,[120]taxes and contributions imputed,matched (3),1,no children <18,0,19.200001,2.9549103,900,0,0,0,1,0,27664,27664,0,15015.644
25,us04,.018919779,550.88,[1000]head,[110]living with partner,[130]living with own children 13-17,46,[1]male,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,31.700001,550.88,4,0,,0,22745,82084,103689,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,31.700001,3.4563167,2116,0,1,0,1,0,82084,41042,0,15015.644
25,us04,.018919779,550.88,[2000]spouse/partner,[110]living with partner,[130]living with own children 13-17,46,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,16.700001,550.88,4,0,,0,22745,82084,103689,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,16.700001,2.8154087,2116,0,1,1,0,0,82084,41042,0,15015.644
28,us04,.018919779,550.88,[1000]head,[110]living with partner,[130]living with own children 13-17,48,[2]female,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,27.200001,550.88,4,0,,0,32296,90972,122798,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,27.200001,3.3032169,2304,0,1,0,1,0,90972,45486,0,15015.644
28,us04,.018919779,550.88,[2000]spouse/partner,[110]living with partner,[130]living with own children 13-17,46,[1]male,[0]not immigrant,[3]high,11,[1]employed,[0]full-time,[100]dependent employed,17.299999,550.88,4,0,,0,32296,90972,122798,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,17.299999,2.8507063,2116,0,1,0,1,0,90972,45486,0,15015.644
30,us04,.02758562,803.20001,[1000]head,[110]living with partner,[200]not living with own children,52,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,10,803.20001,2,0,,0,12134,56667,56800,[120]taxes and contributions imputed,matched (3),1,no children <18,1,10,2.3025851,2704,0,0,1,0,0,56667,40069.621,0,15015.644
31,us04,.023279488,677.82001,[1000]head,[200]does not have partner,[130]living with own children 13-17,44,[2]female,[0]not immigrant,[2]medium,10,[0]not employed,,,,677.82001,3,9026,,4000,130,60195,1700,[120]taxes and contributions imputed,matched (3),,6-17 years,0,,,1936,0,1,1,0,0,60195,34753.598,0,15015.644
32,us04,.020048345,583.73999,[1000]head,[200]does not have partner,[120]living with own children 6-12,36,[2]female,[1]immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,22.1,583.73999,4,0,,0,17235,73305,88000,[120]taxes and contributions imputed,matched (3),1,6-17 years,0,22.1,3.0955777,1296,0,1,1,0,0,73305,36652.5,0,15015.644
32,us04,.035234515,1025.91,[4100]other relative,[200]does not have partner,,25,[1]male,[1]immigrant,[3]high,12,[1]employed,[0]full-time,[100]dependent employed,52.5,583.73999,4,0,,0,17235,73305,88000,[120]taxes and contributions imputed,matched (3),1,,0,52.5,3.9608133,625,,,0,1,0,73305,36652.5,0,15015.644
33,us04,.018919779,550.88,[1000]head,[110]living with partner,[140]living with own children 18+,48,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,33.700001,550.88,3,0,,0,38556,103078,141634,[120]taxes and contributions imputed,matched (3),1,no children <18,1,33.700001,3.5174978,2304,0,0,1,0,0,103078,59512.109,0,15015.644
33,us04,.018919779,550.88,[2200]cohabiting partner,[110]living with partner,[140]living with own children 18+,37,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,32.700001,550.88,3,0,,0,38556,103078,141634,[120]taxes and contributions imputed,matched (3),1,no children <18,1,32.700001,3.487375,1369,0,0,1,0,0,103078,59512.109,0,15015.644
34,us04,.034364909,1000.59,[1000]head,[200]does not have partner,[200]not living with own children,41,[2]female,[0]not immigrant,[3]high,14,[1]employed,[0]full-time,[100]dependent employed,35.700001,1000.59,1,0,,0,20424,51784,72208,[120]taxes and contributions imputed,matched (3),1,no children <18,0,35.700001,3.5751507,1681,0,0,0,1,0,51784,51784,0,15015.644
36,us04,.01832802,533.65002,[1000]head,[110]living with partner,[110]living with own children aged 0-5,41,[2]female,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[200]self-employed,,533.65002,3,24000,,0,13318,61772,50090,[120]taxes and contributions imputed,matched (3),0,<6 years,1,,,1681,1,0,1,0,0,61772,35664.082,0,15015.644
37,us04,.035474587,1032.9,[1000]head,[110]living with partner,[200]not living with own children,53,[1]male,[0]not immigrant,[3]high,11,[1]employed,,[100]dependent employed,,1032.9,3,11599,,0,15832,95546,76750,[120]taxes and contributions imputed,matched (3),1,no children <18,1,,,2809,0,0,0,1,0,95546,55163.508,0,15015.644
37,us04,.035474587,1032.9,[2000]spouse/partner,[110]living with partner,[200]not living with own children,49,[2]female,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[200]self-employed,,1032.9,3,11599,,0,15832,95546,76750,[120]taxes and contributions imputed,matched (3),0,no children <18,1,,,2401,0,0,0,1,0,95546,55163.508,0,15015.644
38,us04,.038744539,1128.11,[1000]head,[200]does not have partner,[200]not living with own children,45,[1]male,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,21.6,1128.11,2,20119,,0,9149,63705,45000,[120]taxes and contributions imputed,matched (3),1,no children <18,0,21.6,3.0726933,2025,0,0,1,0,0,63705,45046.238,0,15015.644
43,us04,.022075364,642.76001,[1000]head,[110]living with partner,[200]not living with own children,46,[1]male,[1]immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,7.6999998,642.76001,2,0,,0,1234,14766,16000,[120]taxes and contributions imputed,matched (3),1,no children <18,1,7.6999998,2.0412202,2116,0,0,1,0,0,14766,10441.139,1,15015.644
45,us04,.044711232,1301.84,[1000]head,[200]does not have partner,[200]not living with own children,25,[2]female,[0]not immigrant,[2]medium,10,[0]not employed,,,,1301.84,1,0,,0,0,24266,0,[120]taxes and contributions imputed,matched (3),,no children <18,0,,,625,0,0,1,0,0,24266,24266,0,15015.644
48,us04,.066650935,1940.65,[3000]child,[200]does not have partner,,36,[1]male,[0]not immigrant,[2]medium,9,[1]employed,,[100]dependent employed,,952.53003,2,14000,,0,18343,75392,72000,[120]taxes and contributions imputed,matched (3),1,,0,,,1296,,,1,0,0,75392,53310.195,0,15015.644
49,us04,.037672643,1096.9,[1000]head,[110]living with partner,[200]not living with own children,50,[1]male,[0]not immigrant,[3]high,13,[0]not employed,,,,1096.9,2,0,,0,0,2113,2113,[120]taxes and contributions imputed,matched (3),,no children <18,1,,,2500,0,0,0,1,0,2113,1494.1166,1,15015.644
49,us04,.037672643,1096.9,[2000]spouse/partner,[110]living with partner,[200]not living with own children,48,[2]female,[0]not immigrant,[2]medium,10,[0]not employed,,,,1096.9,2,0,,0,0,2113,2113,[120]taxes and contributions imputed,matched (3),,no children <18,1,,,2304,0,0,1,0,0,2113,1494.1166,1,15015.644
51,us04,.032936517,959,[1000]head,[200]does not have partner,[200]not living with own children,50,[1]male,[0]not immigrant,[2]medium,9,[0]not employed,,,,959,3,43094,,0,1527,67779,9757,[120]taxes and contributions imputed,matched (3),,no children <18,0,,,2500,0,0,1,0,0,67779,39132.223,0,15015.644
51,us04,.049180157,1431.96,[4140]siblings (incl in-laws),[200]does not have partner,,47,[1]male,[0]not immigrant,[2]medium,9,[0]not employed,,,,959,3,43094,,0,1527,67779,9757,[120]taxes and contributions imputed,matched (3),,,0,,,2209,,,1,0,0,67779,39132.223,0,15015.644
53,us04,.017029105,495.82999,[1000]head,[110]living with partner,[120]living with own children 6-12,46,[1]male,[0]not immigrant,[3]high,14,[1]employed,,[100]dependent employed,,495.82999,3,0,,0,33817,114760,133538,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,,,2116,0,1,0,1,0,114760,66256.719,0,15015.644
53,us04,.017029105,495.82999,[2200]cohabiting partner,[110]living with partner,[120]living with own children 6-12,41,[1]male,[1]immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,30.299999,495.82999,3,0,,0,33817,114760,133538,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,30.299999,3.4111476,1681,0,1,0,1,0,114760,66256.719,0,15015.644
56,us04,.0061363578,178.67,[1000]head,[110]living with partner,[140]living with own children 18+,46,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,29.799999,178.67,5,0,,0,12019,80883,62010,[120]taxes and contributions imputed,matched (3),1,no children <18,1,29.799999,3.3945084,2116,0,0,1,0,0,80883,36171.977,0,15015.644
56,us04,.0061363578,178.67,[2000]spouse/partner,[110]living with partner,[140]living with own children 18+,43,[2]female,[0]not immigrant,[2]medium,9,[0]not employed,,,,178.67,5,0,,0,12019,80883,62010,[120]taxes and contributions imputed,matched (3),,no children <18,1,,,1849,0,0,1,0,0,80883,36171.977,0,15015.644
57,us04,.0062314929,181.44,[1000]head,[110]living with partner,[130]living with own children 13-17,48,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[1]part-time,[100]dependent employed,37,181.44,6,0,,600,5742,73764,50001,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,37,3.6109178,2304,0,1,1,0,0,73764,30114.027,0,15015.644
57,us04,.0062314929,181.44,[2000]spouse/partner,[110]living with partner,[130]living with own children 13-17,49,[1]male,[0]not immigrant,[2]medium,9,[1]employed,,[110]regular employee,,181.44,6,0,,600,5742,73764,50001,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,,,2401,0,1,1,0,0,73764,30114.027,0,15015.644
63,us04,.016854635,490.75,[4120]grandchild or greatgrandchild,[200]does not have partner,,44,[1]male,[0]not immigrant,[1]low,8,[0]not employed,,,,390.59,2,19723,,0,1736,46058,3780,[120]taxes and contributions imputed,matched (3),,,0,,,1936,,,0,0,0,46058,32567.924,0,15015.644
64,us04,.0065059061,189.42999,[2000]spouse/partner,[110]living with partner,[130]living with own children 13-17,45,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,30.200001,189.42999,4,0,,0,33244,85580,118824,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,30.200001,3.4078419,2025,0,1,1,0,0,85580,42790,0,15015.644
65,us04,.012424862,361.76999,[1000]head,[200]does not have partner,[200]not living with own children,43,[2]female,[0]not immigrant,[3]high,12,[1]employed,[0]full-time,[100]dependent employed,15.7,361.76999,1,0,,0,6739,24815,31554,[120]taxes and contributions imputed,matched (3),1,no children <18,0,15.7,2.7536607,1849,0,0,0,1,0,24815,24815,0,15015.644
66,us04,.0072480943,211.03999,[1000]head,[110]living with partner,[130]living with own children 13-17,35,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,8.1000004,211.03999,5,0,,0,13751,65958,78500,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,8.1000004,2.0918641,1225,0,1,1,0,0,65958,29497.314,0,15015.644
66,us04,.0072480943,211.03999,[2000]spouse/partner,[110]living with partner,[130]living with own children 13-17,37,[1]male,[0]not immigrant,[3]high,11,[1]employed,[0]full-time,[110]regular employee,15.7,211.03999,5,0,,0,13751,65958,78500,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,15.7,2.7536607,1369,0,1,0,1,0,65958,29497.314,0,15015.644
67,us04,.011519538,335.41,[1000]head,[200]does not have partner,[200]not living with own children,52,[2]female,[0]not immigrant,[2]medium,9,[0]not employed,,,,335.41,1,6600,,0,0,6914,314,[120]taxes and contributions imputed,matched (3),,no children <18,0,,,2704,0,0,1,0,0,6914,6914,1,15015.644
69,us04,.011519538,335.41,[1000]head,[200]does not have partner,[200]not living with own children,54,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,24.299999,335.41,1,0,,0,12672,35828,48500,[120]taxes and contributions imputed,matched (3),1,no children <18,0,24.299999,3.1904764,2916,0,0,1,0,0,35828,35828,0,15015.644
70,us04,.0076403101,222.46001,[1000]head,[120]not living with partner,[120]living with own children 6-12,38,[1]male,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,25,222.46001,4,25200,,0,12631,67419,52000,[120]taxes and contributions imputed,matched (3),1,6-17 years,0,25,3.2188759,1444,0,1,1,0,0,67419,33709.5,0,15015.644
73,us04,.008626001,251.16,[4230]guest/visitor/boarder/lodger,[200]does not have partner,,49,[2]female,[1]immigrant,[3]high,13,[1]employed,[1]part-time,[100]dependent employed,5.8000002,180.22,2,87034,,0,27221,109951,35300,[120]taxes and contributions imputed,matched (3),1,,0,5.8000002,1.7578579,2401,,,0,1,0,109951,77747.102,0,15015.644
74,us04,.0061363578,178.67,[1000]head,[110]living with partner,[120]living with own children 6-12,42,[1]male,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,50.5,178.67,4,0,,0,39379,102301,141210,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,50.5,3.9219732,1764,0,1,0,1,0,102301,51150.5,0,15015.644
74,us04,.0061363578,178.67,[2000]spouse/partner,[110]living with partner,[120]living with own children 6-12,41,[2]female,[0]not immigrant,[3]high,14,[1]employed,[0]full-time,[100]dependent employed,17.299999,178.67,4,0,,0,39379,102301,141210,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,17.299999,2.8507063,1681,0,1,0,1,0,102301,51150.5,0,15015.644
75,us04,.0070650373,205.71001,[1000]head,[110]living with partner,[120]living with own children 6-12,40,[1]male,[1]immigrant,[3]high,16,[1]employed,[0]full-time,[100]dependent employed,47.599998,205.71001,4,0,,0,35891,94529,129280,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,47.599998,3.8628328,1600,0,1,0,1,0,94529,47264.5,0,15015.644
75,us04,.0070650373,205.71001,[2000]spouse/partner,[110]living with partner,[120]living with own children 6-12,41,[2]female,[1]immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,14.4,205.71001,4,0,,0,35891,94529,129280,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,14.4,2.6672282,1681,0,1,0,1,0,94529,47264.5,0,15015.644
76,us04,.0086915996,253.07001,[1000]head,[200]does not have partner,[200]not living with own children,30,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,13.7,253.07001,1,0,,0,4950,20075,25025,[120]taxes and contributions imputed,matched (3),1,no children <18,0,13.7,2.6173959,900,0,0,1,0,0,20075,20075,0,15015.644
80,us04,.0069946311,203.66,[1000]head,[110]living with partner,[200]not living with own children,45,[1]male,[0]not immigrant,[2]medium,9,[1]employed,,[100]dependent employed,,203.66,2,1460,,0,10271,40189,49000,[120]taxes and contributions imputed,matched (3),1,no children <18,1,,,2025,0,0,1,0,0,40189,28417.914,0,15015.644
81,us04,.0075960052,221.17,[1000]head,[110]living with partner,[130]living with own children 13-17,44,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,30.299999,221.17,3,1060,,0,18388,72072,88400,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,30.299999,3.4111476,1936,0,1,1,0,0,72072,41610.789,0,15015.644
81,us04,.0075960052,221.17,[2000]spouse/partner,[110]living with partner,[130]living with own children 13-17,43,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[1]part-time,[100]dependent employed,29.5,221.17,3,1060,,0,18388,72072,88400,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,29.5,3.3843904,1849,0,1,1,0,0,72072,41610.789,0,15015.644
82,us04,.005630461,163.94,[1000]head,[110]living with partner,[110]living with own children aged 0-5,39,[1]male,[1]immigrant,[3]high,14,[1]employed,[0]full-time,[100]dependent employed,27.200001,163.94,4,0,,0,15744,67326,81000,[120]taxes and contributions imputed,matched (3),1,<6 years,1,27.200001,3.3032169,1521,1,0,0,1,0,67326,33663,0,15015.644
82,us04,.005630461,163.94,[2000]spouse/partner,[110]living with partner,[110]living with own children aged 0-5,40,[2]female,[1]immigrant,[3]high,13,[0]not employed,,,,163.94,4,0,,0,15744,67326,81000,[120]taxes and contributions imputed,matched (3),,<6 years,1,,,1600,1,0,0,1,0,67326,33663,0,15015.644
85,us04,.005517811,160.66,[1000]head,[200]does not have partner,[200]not living with own children,54,[1]male,[1]immigrant,[1]low,1,[0]not employed,,,,160.66,1,1063,,0,0,24118,0,[120]taxes and contributions imputed,matched (3),,no children <18,0,,,2916,0,0,0,0,0,24118,24118,0,15015.644
93,us04,.011166131,325.12,[1000]head,[200]does not have partner,[200]not living with own children,48,[2]female,[0]not immigrant,[2]medium,9,[1]employed,,[100]dependent employed,,325.12,1,0,,0,6459,25541,32000,[120]taxes and contributions imputed,matched (3),1,no children <18,0,,,2304,0,0,1,0,0,25541,25541,0,15015.644
97,us04,.0063973772,186.27,[1000]head,[200]does not have partner,[110]living with own children aged 0-5,30,[2]female,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,13.9,186.27,3,0,,0,3693,28956,29100,[120]taxes and contributions imputed,matched (3),1,<6 years,0,13.9,2.6318889,900,1,0,1,0,0,28956,16717.754,0,15015.644
98,us04,.0055940566,162.88,[1000]head,[200]does not have partner,[120]living with own children 6-12,35,[2]female,[0]not immigrant,[1]low,8,[0]not employed,,,,162.88,3,14599,,0,0,60721,0,[120]taxes and contributions imputed,matched (3),,6-17 years,0,,,1225,0,1,0,0,0,60721,35057.285,0,15015.644
102,us04,.016653376,484.89001,[1000]head,[110]living with partner,[200]not living with own children,30,[2]female,[1]immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,25,484.89001,2,0,,0,47376,89684,137060,[120]taxes and contributions imputed,matched (3),1,no children <18,1,25,3.2188759,900,0,0,0,1,0,89684,63416.164,0,15015.644
102,us04,.016653376,484.89001,[2000]spouse/partner,[110]living with partner,[200]not living with own children,32,[1]male,[1]immigrant,[3]high,16,[1]employed,[1]part-time,[100]dependent employed,94.400002,484.89001,2,0,,0,47376,89684,137060,[120]taxes and contributions imputed,matched (3),1,no children <18,1,94.400002,4.5475411,1024,0,0,0,1,0,89684,63416.164,0,15015.644
104,us04,.0066982363,195.03,[1000]head,[110]living with partner,[110]living with own children aged 0-5,34,[1]male,[1]immigrant,[3]high,14,[1]employed,[0]full-time,[100]dependent employed,64.800003,195.03,3,0,,0,43955,119115,163070,[120]taxes and contributions imputed,matched (3),1,<6 years,1,64.800003,4.1713057,1156,1,0,0,1,0,119115,68771.078,0,15015.644
104,us04,.0066982363,195.03,[2000]spouse/partner,[110]living with partner,[110]living with own children aged 0-5,31,[2]female,[0]not immigrant,[3]high,13,[0]not employed,,,,195.03,3,0,,0,43955,119115,163070,[120]taxes and contributions imputed,matched (3),,<6 years,1,,,961,1,0,0,1,0,119115,68771.078,0,15015.644
105,us04,.0047632591,138.69,[1000]head,[200]does not have partner,[110]living with own children aged 0-5,42,[2]female,[0]not immigrant,[2]medium,10,[0]not employed,,,,138.69,5,0,,0,0,27744,0,[120]taxes and contributions imputed,matched (3),,<6 years,0,,,1764,1,0,1,0,0,27744,12407.494,1,15015.644
108,us04,.011294579,328.85999,[1000]head,[200]does not have partner,[200]not living with own children,25,[1]male,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,19.200001,328.85999,2,0,,0,27322,71721,99043,[120]taxes and contributions imputed,matched (3),1,no children <18,0,19.200001,2.9549103,625,0,0,0,1,0,71721,50714.406,0,15015.644
110,us04,.012768996,371.79001,[1000]head,[110]living with partner,[200]not living with own children,42,[1]male,[0]not immigrant,[3]high,14,[1]employed,[0]full-time,[100]dependent employed,45.700001,371.79001,2,0,,0,39264,100956,140220,[120]taxes and contributions imputed,matched (3),1,no children <18,1,45.700001,3.8220983,1764,0,0,0,1,0,100956,71386.672,0,15015.644
110,us04,.012768996,371.79001,[2200]cohabiting partner,[110]living with partner,[200]not living with own children,28,[2]female,[0]not immigrant,[3]high,14,[1]employed,[0]full-time,[100]dependent employed,16.799999,371.79001,2,0,,0,39264,100956,140220,[120]taxes and contributions imputed,matched (3),1,no children <18,1,16.799999,2.8213789,784,0,0,0,1,0,100956,71386.672,0,15015.644
111,us04,.0064801476,188.67999,[1000]head,[110]living with partner,[110]living with own children aged 0-5,33,[1]male,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,66,188.67999,3,0,,0,62549,155333,217882,[120]taxes and contributions imputed,matched (3),1,<6 years,1,66,4.1896548,1089,1,0,0,1,0,155333,89681.547,0,15015.644
111,us04,.0064801476,188.67999,[2000]spouse/partner,[110]living with partner,[110]living with own children aged 0-5,32,[2]female,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,38.5,188.67999,3,0,,0,62549,155333,217882,[120]taxes and contributions imputed,matched (3),1,<6 years,1,38.5,3.6506581,1024,1,0,0,1,0,155333,89681.547,0,15015.644
112,us04,.0057159793,166.42999,[1000]head,[200]does not have partner,[130]living with own children 13-17,41,[2]female,[0]not immigrant,[3]high,15,[1]employed,[0]full-time,[100]dependent employed,24.5,166.42999,2,0,,5200,17019,61181,72000,[120]taxes and contributions imputed,matched (3),1,6-17 years,0,24.5,3.198673,1681,0,1,0,1,0,61181,43261.5,0,15015.644
114,us04,.012768996,371.79001,[1000]head,[200]does not have partner,[200]not living with own children,25,[2]female,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,17.5,371.79001,1,0,,0,6389,21611,28000,[120]taxes and contributions imputed,matched (3),1,no children <18,0,17.5,2.862201,625,0,0,0,1,0,21611,21611,0,15015.644
115,us04,.011568651,336.84,[1000]head,[110]living with partner,[200]not living with own children,33,[1]male,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,33.700001,336.84,2,0,,0,33054,77146,110200,[120]taxes and contributions imputed,matched (3),1,no children <18,1,33.700001,3.5174978,1089,0,0,0,1,0,77146,54550.461,0,15015.644
115,us04,.011568651,336.84,[2000]spouse/partner,[110]living with partner,[200]not living with own children,39,[2]female,[1]immigrant,[3]high,14,[1]employed,[1]part-time,[100]dependent employed,55.599998,336.84,2,0,,0,33054,77146,110200,[120]taxes and contributions imputed,matched (3),1,no children <18,1,55.599998,4.0181832,1521,0,0,0,1,0,77146,54550.461,0,15015.644
117,us04,.011128352,324.01999,[1000]head,[200]does not have partner,[200]not living with own children,42,[1]male,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,33.200001,324.01999,1,0,,0,32690,62821,95511,[120]taxes and contributions imputed,matched (3),1,no children <18,0,33.200001,3.5025499,1764,0,0,0,1,0,62821,62821,0,15015.644
